Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.4902163466262817,0.45936,-4.559721258544922,0.5834
0,1,0.9543970054244996,0.66216,-4.878143177032471,0.6464
0,2,0.7171668125724793,0.74576,-5.6192140274047855,0.7065
0,3,0.5595631132888794,0.8084,-5.873353343963623,0.7747
0,4,0.45939565722465514,0.83848,-6.888896087646485,0.8059
0,5,0.3833178067588806,0.86472,-6.856757511901855,0.8179
0,6,0.31384389342308044,0.8908,-7.412485478210449,0.8254
0,7,0.2651308503806591,0.90816,-7.562347400665283,0.8277
0,8,0.2072850185394287,0.92696,-7.366873104095459,0.7958
0,9,0.17574119486808776,0.93976,-8.16868941192627,0.8111
0,10,0.14858349192857742,0.946,-8.836538005065918,0.8368
0,11,0.10861922979354859,0.96176,-8.851181089782715,0.8225
0,12,0.10023660794734955,0.9668,-9.345235997009278,0.8266
0,13,0.08540940085172653,0.97008,-9.536244708251953,0.8396
0,14,0.08230091671943665,0.97096,-9.508192181396485,0.8161
0,15,0.08405030324459076,0.97192,-10.307568301391601,0.818
0,16,0.06258941589355468,0.97672,-10.983217121887208,0.8506
0,17,0.06023832180500031,0.978,-10.431847030639648,0.8386
0,18,0.05790251824975014,0.97976,-10.858682382202149,0.8461
0,19,0.0555315713351965,0.98112,-11.78562603302002,0.8413
0,20,0.062450705585479736,0.97968,-10.432321841430664,0.845
0,21,0.04130829937458038,0.98528,-11.436652105712891,0.833
0,22,0.04438176907777786,0.98448,-11.308488996887206,0.8364
0,23,0.05056087636232376,0.982,-11.908401808166504,0.8353
0,24,0.04571626745939255,0.98528,-11.437537661743164,0.8478
0,25,0.03011985412180424,0.98968,-11.972833876037598,0.8454
0,26,0.03647919662829489,0.98696,-11.54013218383789,0.8409
0,27,0.040613698292374614,0.9852,-12.162628421020507,0.8355
0,28,0.0377934333717823,0.986,-11.188260284423828,0.832
0,29,0.03704338642537594,0.98688,-11.90940906829834,0.8363
0,30,0.03634956198036671,0.98808,-11.713519868469238,0.8515
0,31,0.028161652310490608,0.99048,-11.938086434936523,0.8414
0,32,0.02765441328302026,0.99008,-12.02928350982666,0.8367
0,33,0.04166340275943279,0.98536,-11.993756823730468,0.8419
0,34,0.027037166414852255,0.99184,-12.417809019470214,0.8451
0,35,0.021918765694787727,0.99256,-12.40056178894043,0.8503
0,36,0.03384045709848404,0.98904,-11.932099179077149,0.8303
0,37,0.02794499846994877,0.9908,-12.276613551330566,0.8546
0,38,0.024688253557384014,0.99192,-12.851777784729004,0.8508
0,39,0.024249049686156213,0.99232,-13.169831678771972,0.8529
