Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.3127307076263428,0.52192,-3.1938531742095946,0.6421
0,1,0.813857126545906,0.7156,-3.4433982807159422,0.7433
0,2,0.6125661677455903,0.78624,-3.911590739440918,0.7706
0,3,0.48364086564064024,0.82936,-4.569699124145508,0.8134
0,4,0.3936706545639038,0.86528,-4.737475610351562,0.8446
0,5,0.31937832712173464,0.89024,-5.076829318237305,0.8461
0,6,0.2738561941623688,0.9056,-5.393831802368164,0.8555
0,7,0.23036958904266358,0.91768,-5.86532657699585,0.8593
0,8,0.19382448692321777,0.93208,-5.9961976791381835,0.8515
0,9,0.1531390011894703,0.94392,-6.199165145111084,0.8655
0,10,0.13257081763505935,0.9528,-6.686904217529297,0.8815
0,11,0.10136634866952896,0.96416,-7.280957542419434,0.8688
0,12,0.08574282814979553,0.96824,-7.172682431030274,0.866
0,13,0.07616424340963364,0.9728,-7.3699679382324215,0.8591
0,14,0.07229811382323503,0.9736,-7.6123140487670895,0.8774
0,15,0.06545794483542443,0.97736,-7.853332259368896,0.8839
0,16,0.05906010616317391,0.97904,-8.058096624755859,0.8798
0,17,0.05785540083885193,0.97984,-8.191032134246827,0.8705
0,18,0.05322626049995422,0.98184,-8.102650785827636,0.8798
0,19,0.05171809942483902,0.9816,-8.1160949508667,0.8824
0,20,0.043299214816987515,0.98496,-8.411193463134765,0.8848
0,21,0.04424025047421455,0.98384,-8.713755422973632,0.8853
0,22,0.029902530305981636,0.98936,-8.695044378662109,0.8813
0,23,0.03871909343004227,0.98536,-8.3538916015625,0.8602
0,24,0.0364972449375689,0.98728,-9.080971226501465,0.883
0,25,0.030804671841263773,0.98888,-8.707870582580567,0.8771
0,26,0.03876553339481354,0.98608,-8.802469459533691,0.8875
0,27,0.03354810948848724,0.9888,-9.135676252746583,0.888
0,28,0.03710268074870109,0.98736,-8.804687968444824,0.8815
0,29,0.02422728593595326,0.99088,-8.930930801391602,0.8688
0,30,0.029229285192487294,0.9892,-8.536780892944336,0.8775
0,31,0.028844506574869155,0.99032,-9.093876147460938,0.8839
0,32,0.018516707207486032,0.99304,-9.489400866699219,0.8819
0,33,0.030359787385463716,0.99056,-9.207276348876952,0.8857
0,34,0.023646579525470734,0.992,-9.081030209350587,0.8807
0,35,0.02448708229571581,0.99112,-9.254318006896973,0.8774
0,36,0.02080027459651232,0.99288,-9.86416365814209,0.8876
0,37,0.02127466443568468,0.99304,-10.02854486541748,0.8848
0,38,0.019242742812521755,0.99376,-9.779731774902343,0.8879
0,39,0.020975383938401936,0.99304,-9.742184812927245,0.8881
