Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.3628507419204712,0.5045,-3.4236921543121337,0.6103
0,1,0.8808546620082855,0.68982,-4.256190020751953,0.7291
0,2,0.6467264128303528,0.77322,-4.506325810241699,0.7874
0,3,0.49810251138687134,0.82562,-5.296994398498535,0.8192
0,4,0.3845121871805191,0.86656,-5.710921273803711,0.8336
0,5,0.25363654916524886,0.91168,-6.293636262512207,0.8429
0,6,0.18932752200126649,0.93254,-6.994374842834473,0.8383
0,7,0.14805389442324637,0.94746,-7.349319902801514,0.8238
0,8,0.11122045032024383,0.96092,-7.984853204345703,0.8437
0,9,0.08961386297523975,0.96884,-7.923850244903565,0.8286
0,10,0.07626283047795296,0.97362,-8.43763165435791,0.8473
0,11,0.06465781512856483,0.97716,-8.644397502136231,0.8384
0,12,0.05722767702162266,0.98008,-8.34648044128418,0.8365
0,13,0.05163278930902481,0.98216,-8.482785537719726,0.8353
0,14,0.04787706811606884,0.98342,-8.702616052246094,0.8449
0,15,0.04401416661918163,0.9854,-8.68905806427002,0.8454
0,16,0.03498400487363339,0.98764,-9.12958893737793,0.8289
0,17,0.036673797883987426,0.9869,-9.05861955871582,0.8394
0,18,0.03773203497350216,0.9867,-8.81813316345215,0.84
0,19,0.030788210580646992,0.98924,-9.119183309936524,0.8423
0,20,0.029540314140319823,0.99008,-9.513789135742188,0.8418
0,21,0.028291808272749186,0.99056,-8.92153193511963,0.8451
0,22,0.02668169512093067,0.99132,-8.843278184509277,0.8377
0,23,0.027491993030011652,0.99076,-8.742495936584472,0.8386
0,24,0.02058666535794735,0.99336,-9.139684596252442,0.8443
0,25,0.025947228504121303,0.99124,-9.092007081604004,0.8449
0,26,0.020859533091187477,0.99246,-9.25107959136963,0.8433
0,27,0.02057702248945832,0.99328,-9.326119088745116,0.8408
0,28,0.0196705367384851,0.99326,-8.87076312561035,0.8338
0,29,0.022322026420012117,0.99234,-8.999998445129394,0.8414
0,30,0.01787424893811345,0.99428,-9.276828190612793,0.842
0,31,0.017124491469562055,0.99422,-8.941708908081054,0.841
0,32,0.016707141016572714,0.99414,-9.234924307250976,0.8481
0,33,0.014820205082148314,0.995,-8.786321051025391,0.8452
0,34,0.01716846766576171,0.99402,-9.58181577911377,0.8522
0,35,0.015604379828423262,0.9948,-9.63960291595459,0.8481
0,36,0.013987779582366347,0.99534,-9.914887632751466,0.8445
0,37,0.01545935313757509,0.99482,-9.112939233398437,0.8471
0,38,0.015290148449018598,0.99474,-8.810626345825195,0.8475
0,39,0.013590091718360781,0.99556,-9.343164558410644,0.8469
0,40,0.014661003025174141,0.99516,-9.361617330932617,0.8537
0,41,0.011416874679923058,0.99614,-9.15349309539795,0.8434
0,42,0.012386262106969952,0.99578,-10.199106272888184,0.8491
0,43,0.013493642462678253,0.99576,-9.8868258392334,0.8526
0,44,0.012395878652818501,0.99572,-9.53608727722168,0.8492
0,45,0.011355630494132638,0.996,-8.975386032104492,0.8477
0,46,0.011810655172653495,0.99596,-9.239982841491699,0.8462
0,47,0.012199659069161862,0.99576,-9.441677668762207,0.8439
0,48,0.010760900954306126,0.99622,-9.74640470275879,0.8437
0,49,0.010719285083562135,0.99658,-9.223367672729491,0.8462
0,50,0.01091110802553594,0.99636,-8.99915482635498,0.8491
0,51,0.0070991120647266506,0.9975,-9.74227618560791,0.8427
0,52,0.00980781645603478,0.99666,-9.92707285308838,0.8483
0,53,0.011191213536784053,0.9962,-9.638162553405762,0.8545
0,54,0.00892151855636388,0.99684,-10.081149674987794,0.846
0,55,0.009512154130972922,0.99666,-9.671628266906739,0.8574
0,56,0.008821398902498185,0.99684,-9.6921984375,0.8493
0,57,0.010852066517239436,0.99658,-9.870210339355468,0.8485
0,58,0.006884243082217872,0.99776,-9.301685772705078,0.8416
0,59,0.009131062187962235,0.99692,-9.47359442138672,0.8412
0,60,0.007872706248648465,0.99726,-9.891962564086914,0.8527
0,61,0.008083307235091925,0.99738,-10.029752476501464,0.8472
0,62,0.01062482275158167,0.99648,-9.547058604431152,0.8497
0,63,0.00669576414655894,0.99766,-9.649784344482422,0.8543
0,64,0.008844508954565972,0.99686,-9.192809426879883,0.8487
0,65,0.0084423874758929,0.99722,-9.190593760681152,0.847
0,66,0.007253735392689705,0.99748,-9.175977755737305,0.8525
0,67,0.007456280512642115,0.9976,-9.288473640441895,0.8462
0,68,0.009313022657930851,0.99692,-9.028455020141601,0.8532
0,69,0.0062315670630335804,0.99804,-9.671228515625,0.8534
0,70,0.007796695966720581,0.99734,-9.36050481414795,0.8468
0,71,0.006464855276569724,0.99804,-9.34295632019043,0.8502
0,72,0.008415404982604086,0.9974,-10.088357235717773,0.8518
0,73,0.007170576287470758,0.99772,-9.304699723815919,0.8542
0,74,0.007050338008366525,0.99764,-9.817226850891114,0.8569
0,75,0.008278542409930378,0.99734,-9.611864010620117,0.8515
0,76,0.005187805382331135,0.99868,-9.72677491607666,0.8537
