Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.349959001121521,0.50946,-3.3882042087554933,0.6058
0,1,0.8705785600090027,0.69302,-4.075903980636597,0.7254
0,2,0.6073554591083526,0.78602,-4.505237496948242,0.785
0,3,0.49628301141262054,0.82608,-5.007316442108154,0.8173
0,4,0.3972999984931946,0.86212,-5.274036959075928,0.8234
0,5,0.3056829372429848,0.89322,-5.491062117767334,0.8277
0,6,0.21974701771736144,0.92204,-6.437642746734619,0.8358
0,7,0.15893620799183847,0.94406,-6.86697575378418,0.8362
0,8,0.11409047325849533,0.95984,-8.070132411193848,0.8279
0,9,0.08826189264893532,0.96888,-8.127394639587402,0.8364
0,10,0.07767954837083817,0.97298,-8.45359611968994,0.8355
0,11,0.06434455839931964,0.97786,-8.143227235412597,0.8349
0,12,0.0597589999461174,0.97956,-8.173140115356444,0.8405
0,13,0.04954729646980763,0.98258,-9.076686849975586,0.8448
0,14,0.047201311373114584,0.98392,-9.020682705688477,0.8456
0,15,0.04499915864765644,0.98446,-8.518402056884765,0.8463
0,16,0.03771935136109591,0.98732,-9.117242944335937,0.8293
0,17,0.03573945415943861,0.98768,-9.24600814666748,0.8507
0,18,0.033167138235569,0.98892,-8.936893333435059,0.8449
0,19,0.029533282685130835,0.98994,-9.083481787109376,0.8356
0,20,0.029423083053529264,0.99,-9.157096014404297,0.8374
0,21,0.03203752609580755,0.98908,-8.768184622192383,0.8446
0,22,0.023434804742485285,0.99212,-9.106536026000976,0.8416
0,23,0.026399590293467046,0.99074,-9.06541177368164,0.8419
0,24,0.0261690563955158,0.99086,-8.759799003601074,0.8464
0,25,0.02205454676553607,0.99264,-9.000120220947265,0.8549
0,26,0.02232986227452755,0.99268,-9.178856071472168,0.8473
0,27,0.017782392721921204,0.99392,-9.143048942565917,0.8358
0,28,0.020424039684534073,0.99296,-9.48606692199707,0.8462
0,29,0.019782536070793867,0.99302,-8.966168505859375,0.8409
0,30,0.01698294466085732,0.9943,-9.54820901184082,0.8497
0,31,0.018902713015824555,0.99346,-8.69873246307373,0.8475
0,32,0.017540397079102696,0.99414,-8.901261408996582,0.8453
0,33,0.017267998370975257,0.9942,-9.19566573638916,0.8431
0,34,0.016238622436076402,0.99468,-9.41358009185791,0.85
0,35,0.014921717541068793,0.9944,-9.360881463623047,0.8413
0,36,0.013871805788874626,0.99544,-9.74665138244629,0.8434
0,37,0.015412034082710743,0.99512,-9.295770715332031,0.8452
0,38,0.014411273798197509,0.99498,-8.780190480041504,0.8479
0,39,0.013095962374657393,0.99536,-9.404457022094727,0.8474
0,40,0.014911078601516784,0.99514,-8.988316352081299,0.8528
0,41,0.012773132328484208,0.996,-9.22391875152588,0.8455
0,42,0.010777009249329566,0.99628,-9.653860679626465,0.8467
0,43,0.013331923732832074,0.99534,-9.463076374816895,0.8503
0,44,0.010438658650405705,0.9965,-9.852701113891602,0.8346
0,45,0.013510903539545835,0.99578,-9.533056941223144,0.848
0,46,0.01040742270577699,0.99654,-9.88940922088623,0.8474
0,47,0.011272891744226217,0.99618,-10.31712431488037,0.8454
0,48,0.010107100126817823,0.99658,-10.274852633666992,0.8489
0,49,0.011540550116859376,0.99642,-10.009188798522949,0.8498
0,50,0.009593272795043887,0.99698,-9.61385675201416,0.8442
0,51,0.00958438315436244,0.997,-9.432635874938965,0.8453
0,52,0.010278202081769704,0.99646,-9.430855674743652,0.8474
0,53,0.009753953485153616,0.99664,-9.293551348876953,0.8467
0,54,0.0083895853383746,0.99696,-9.928642428588867,0.8455
0,55,0.008785817750021815,0.99696,-9.205135956573486,0.8424
0,56,0.01055029783681035,0.99658,-9.450209236907959,0.8436
0,57,0.008174126297608018,0.9972,-9.891217289733886,0.8462
0,58,0.009180921790339053,0.99712,-9.595520367431641,0.853
0,59,0.007650213770875707,0.99748,-9.778405551147461,0.8498
0,60,0.010109132814481855,0.99678,-9.844928875732421,0.854
0,61,0.007035407045595348,0.99752,-9.738985583496094,0.8511
0,62,0.009412901034429669,0.99676,-9.207407446289062,0.8501
0,63,0.006288329580482095,0.99806,-9.234144540405273,0.8467
0,64,0.009117428100295364,0.99676,-9.536500749206542,0.8465
0,65,0.007552787896003574,0.9976,-9.353130453491211,0.8374
0,66,0.008789218430081382,0.99674,-9.686825729370117,0.8449
0,67,0.007252614268111065,0.99784,-9.17986901550293,0.8432
0,68,0.007514111335761845,0.9973,-9.314361493682862,0.8462
0,69,0.007974113756287843,0.99718,-9.21599296951294,0.8527
0,70,0.005481776722576469,0.99806,-9.726400033569336,0.8541
0,71,0.008466253295373172,0.99708,-9.564544918823243,0.8491
0,72,0.008594161116965116,0.99706,-9.247784432983398,0.8544
0,73,0.004706275330588687,0.99838,-9.771818098449707,0.851
0,74,0.00931839455852285,0.99732,-9.739161386108398,0.8518
0,75,0.008032252646274865,0.9974,-9.133877110290527,0.8524
0,76,0.0035951927709486336,0.99886,-9.99265255279541,0.8529
