Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.4505858152770996,0.46888,-3.142904563140869,0.5353
0,1,1.0149589284515381,0.63608,-4.109514539337158,0.6364
0,2,0.7785924282264709,0.72288,-4.960356042480469,0.6774
0,3,0.5866939646911621,0.79612,-5.816938358306885,0.7078
0,4,0.42747077931404115,0.85296,-6.759977088928222,0.7167
0,5,0.29497176538467407,0.90008,-7.171937258911133,0.647
0,6,0.17806012625217438,0.94124,-8.703890924072265,0.6832
0,7,0.10629663059234619,0.96712,-8.209660694885255,0.7098
0,8,0.06352645372152328,0.9814,-9.4052470413208,0.7232
0,9,0.04109022996008396,0.98812,-9.178991232299804,0.7415
0,10,0.024942517478466035,0.99432,-9.993612368774414,0.7686
0,11,0.013053772468566895,0.99724,-10.289375054931641,0.7689
0,12,0.008007007865905762,0.99888,-10.704731872558593,0.7815
0,13,0.0032190522004663944,0.99984,-10.687670217895509,0.78
0,14,0.0024547149658203124,0.9998,-10.937404223632813,0.785
0,15,0.001545679702796042,0.99992,-10.941556494140626,0.787
0,16,0.0010552063750848173,1.0,-11.075643867492676,0.7883
0,17,0.000796854476928711,1.0,-11.084222886657715,0.7865
0,18,0.0007031773758679629,1.0,-11.187265489196777,0.7867
0,19,0.0006030360985174775,1.0,-11.192570166015624,0.7882
0,20,0.0005727503013797105,1.0,-11.274838166809083,0.7886
0,21,0.0005183206558041274,1.0,-11.334488967895508,0.7887
0,22,0.0004683595466427505,1.0,-11.310722688293456,0.7888
0,23,0.0004209266472607851,1.0,-11.295313285827637,0.7888
0,24,0.0004126069641066715,1.0,-11.40601728515625,0.7873
0,25,0.00043059144975617525,1.0,-11.38115754699707,0.7882
0,26,0.00038288183213211594,1.0,-11.532705575561524,0.7882
0,27,0.0003426683616638184,1.0,-11.540051504516601,0.7882
0,28,0.0003175395584013313,1.0,-11.537608099365235,0.789
0,29,0.00029408443450927737,1.0,-11.49531081237793,0.7896
0,30,0.00028454145431518554,1.0,-11.60897053527832,0.79
0,31,0.00031206455230712893,1.0,-11.57440668182373,0.788
0,32,0.0003325787353469059,1.0,-11.633415324401856,0.7866
0,33,0.0002704335784912109,1.0,-11.71990876159668,0.7875
0,34,0.00024530553821474314,1.0,-11.580119970703125,0.79
0,35,0.0002531818198412657,1.0,-11.678062704467774,0.7893
0,36,0.0002458936500456184,1.0,-11.674648211669922,0.7889
0,37,0.0002506911087082699,1.0,-11.735268783569335,0.7899
0,38,0.00023161869049537928,1.0,-11.71637368774414,0.79
0,39,0.00021081247329711913,1.0,-11.821976129150391,0.7887
