Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,1,2.228939555130005,0.20724,-1.187874842453003,0.2957
0,2,1.6290454445648193,0.39576,-2.327950975036621,0.4029
0,3,1.3188682902526856,0.52534,-3.67505178604126,0.3909
0,4,1.1501540147018432,0.5931,-3.5308853248596193,0.4474
0,5,1.0704416934204102,0.6271,-3.208298232269287,0.5409
0,6,1.027591349182129,0.6464,-2.3102692070007325,0.3881
0,7,0.9990154898834228,0.6535,-2.7379243354797365,0.3925
0,8,0.9800970546340942,0.66132,-4.8393893104553225,0.6402
0,9,0.9885646826171876,0.659,-3.601683612823486,0.5514
0,10,0.97088548828125,0.66384,-3.3791008205413817,0.4405
0,11,0.9669695384025574,0.66748,-4.371401449584961,0.5612
0,12,0.9638919067001342,0.66958,-3.943316432952881,0.5325
0,13,0.956466085395813,0.66936,-4.537382984161377,0.505
0,14,0.9556136620330811,0.66996,-2.7636343566894532,0.4127
0,15,0.9549609329605102,0.67216,-3.7546989196777343,0.54
