Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.5296497988128661,0.43592,-3.138948303985596,0.5713
0,1,1.0820391128730773,0.61752,-3.9113916130065918,0.6474
0,2,0.8232887774276734,0.714,-4.7881152671813965,0.7007
0,3,0.6652496999359131,0.76488,-5.516335095977783,0.7517
0,4,0.5515256567382812,0.80464,-5.511934103393554,0.7893
0,5,0.4589183988571167,0.83688,-5.778913590240479,0.7894
0,6,0.36148386615753175,0.87472,-6.651626558685303,0.7834
0,7,0.28558784138679505,0.89784,-6.777674913787842,0.7967
0,8,0.21113607389450073,0.9228,-7.1786684135437016,0.7938
0,9,0.16364637104988097,0.94288,-7.436066005706787,0.8042
0,10,0.12717381952285767,0.95464,-8.106989755249023,0.8054
0,11,0.09837702466487884,0.96384,-8.461641090393066,0.806
0,12,0.07510797483444213,0.974,-8.673655960083007,0.8114
0,13,0.07820127494871616,0.97168,-8.921166230773926,0.8084
0,14,0.06488027802929282,0.97672,-9.47222968597412,0.7908
0,15,0.06429392004966736,0.97744,-9.398553590393066,0.8072
0,16,0.041823927210569385,0.98608,-9.626220985412598,0.8102
0,17,0.05858472701065242,0.97944,-8.948180586242676,0.8071
0,18,0.04607190723888576,0.98328,-9.707672441101074,0.8083
0,19,0.042424636797904966,0.98592,-9.628973115539551,0.8127
0,20,0.04045234452012926,0.98552,-9.935097177124023,0.8219
0,21,0.04351187613964081,0.9848,-10.031482431030273,0.8101
0,22,0.039494591932296756,0.98648,-10.415088403320313,0.8268
0,23,0.034636885747909546,0.98912,-10.241849209594726,0.8122
0,24,0.032318000779151916,0.98872,-10.172093087768555,0.819
0,25,0.0334520010304451,0.98976,-9.944283831787109,0.8138
0,26,0.03339333745002747,0.98848,-9.58421975402832,0.8126
0,27,0.03429048031806946,0.98856,-9.988772100830078,0.8077
0,28,0.031308064346313474,0.9904,-9.822012298583985,0.8228
0,29,0.02061533855918795,0.9924,-10.148467294311523,0.8142
0,30,0.022203684450984,0.99152,-10.755001672363282,0.8055
0,31,0.02805044414639473,0.99016,-10.392992707824707,0.8269
0,32,0.018761785063147546,0.99352,-9.979499952697754,0.8204
0,33,0.028224060096740722,0.99008,-10.341157208251953,0.8172
0,34,0.02173716622367501,0.99272,-10.391706141662597,0.8194
0,35,0.020014713091849115,0.9928,-10.57757272796631,0.821
0,36,0.019258731198348106,0.99368,-10.335910586547852,0.8085
0,37,0.03382531390668824,0.98832,-10.218880705261231,0.8203
0,38,0.018895633916556836,0.9936,-10.327266227722168,0.8197
0,39,0.023804286761283874,0.99176,-10.348196885681153,0.8194
