Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.3749189502716064,0.49832,-3.348394525527954,0.4907
0,1,0.8890454900741577,0.68392,-4.620050043487549,0.675
0,2,0.6472809775352478,0.7732,-5.8001359298706054,0.6935
0,3,0.4524571969413757,0.84256,-6.132335237884521,0.6884
0,4,0.30025409467220304,0.89836,-7.554343767547607,0.7313
0,5,0.1785569410467148,0.94184,-8.05963316192627,0.693
0,6,0.0968735950422287,0.97112,-8.630154293823242,0.7456
0,7,0.04983533055782318,0.98512,-9.845830335998535,0.723
0,8,0.03923312531471253,0.98912,-9.862957736206054,0.7465
0,9,0.024000579956769942,0.9938,-9.713116595458985,0.7742
0,10,0.01128405353486538,0.99804,-10.715444139099121,0.7921
0,11,0.004185344257354736,0.99984,-11.054634449768066,0.8051
0,12,0.002292738208808005,0.99992,-11.166420776367188,0.8085
0,13,0.001419513377994299,1.0,-11.233846888732911,0.805
0,14,0.0011222511672601104,1.0,-11.35044365234375,0.8068
0,15,0.0009076978112012148,0.99996,-11.461684776306152,0.81
0,16,0.0008695210838504135,0.99996,-11.484533030700684,0.8085
0,17,0.0006346920776180923,1.0,-11.52917035522461,0.8096
0,18,0.000538719119951129,1.0,-11.5326349319458,0.8089
0,19,0.0004994213485717773,1.0,-11.658947326660156,0.8104
0,20,0.0004566097259707749,1.0,-11.733899362182617,0.8111
0,21,0.00044330875398591163,1.0,-11.772239405822754,0.8093
0,22,0.0003894164085481316,1.0,-11.688629719543457,0.8094
0,23,0.0003705791473388672,1.0,-11.771086619567871,0.8099
0,24,0.00033799087524879725,1.0,-11.85095479888916,0.8096
0,25,0.00038058784483000635,0.99996,-11.822705027770995,0.8109
0,26,0.0003134024429321289,1.0,-12.0141452545166,0.8122
0,27,0.0002966692924685776,1.0,-11.977815507507325,0.8113
0,28,0.0002869342041015625,1.0,-11.944565286254884,0.8103
0,29,0.00024993782044388356,1.0,-11.882458639526368,0.8116
0,30,0.00024072614668868483,1.0,-12.077413545227051,0.8121
0,31,0.000265706424722448,1.0,-12.011890785217286,0.8111
0,32,0.00023790361404884606,1.0,-12.064641178894043,0.8106
0,33,0.0002190837860153988,1.0,-12.123591288757325,0.8106
0,34,0.00022735164641402662,1.0,-11.966113482666016,0.8103
0,35,0.0002276412010192871,1.0,-12.060683612060547,0.8103
0,36,0.0001946165275387466,1.0,-12.034341038513183,0.8106
0,37,0.00023880418776534498,1.0,-12.114860133361816,0.808
0,38,0.00019387912751175462,1.0,-12.18439221496582,0.81
0,39,0.0001816105651948601,1.0,-12.152763806152343,0.8084
