Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.2908717770195008,0.53594,-5.310086981964111,0.6679
0,1,0.7546968473148346,0.73608,-6.304808269500732,0.7737
0,2,0.5390922705507278,0.8127,-7.185184011077881,0.7753
0,3,0.3970390661907196,0.86144,-8.690256617736816,0.794
0,4,0.2950889530706406,0.89594,-9.45984359741211,0.8213
0,5,0.21348771355628968,0.9247,-10.607711584472657,0.8273
0,6,0.14718284130096435,0.9478,-10.738158877563476,0.8089
0,7,0.11041030330181122,0.96128,-11.743364907836915,0.8213
0,8,0.08235268335342408,0.97148,-12.936425527954102,0.8223
0,9,0.06333848984241486,0.97808,-13.46441921081543,0.826
0,10,0.05007329356193543,0.98266,-13.649315281677247,0.8258
0,11,0.03900460660934448,0.9871,-13.986987112426759,0.8314
0,12,0.03710742405414581,0.98728,-14.623034170532227,0.8249
0,13,0.03035408480644226,0.98998,-14.50145262451172,0.8276
0,14,0.023767184710502626,0.99234,-15.103092155456544,0.8308
0,15,0.024638013458251954,0.99194,-15.079650234985351,0.841
0,16,0.017450568461418153,0.99454,-15.293817071533203,0.8419
0,17,0.012804392428398132,0.9961,-15.00124775390625,0.8439
0,18,0.011458176441192626,0.99644,-15.672776705932618,0.8404
0,19,0.01091593930721283,0.99684,-15.596546307373046,0.8468
0,20,0.0060820272779464725,0.99842,-15.943218142700195,0.8403
0,21,0.00791386396408081,0.9978,-15.608249351501465,0.8296
0,22,0.006055849952697754,0.99838,-16.016921704101563,0.8417
0,23,0.00680716444015503,0.99792,-15.76460046081543,0.8436
0,24,0.004239500756263733,0.99896,-15.935416098022461,0.8484
0,25,0.004382443752288819,0.99896,-15.830915063476562,0.8446
0,26,0.003033116297721863,0.9994,-15.795746057128905,0.8524
0,27,0.0024726817893981935,0.99952,-15.481267141723633,0.8468
0,28,0.0016654265689849854,0.99974,-15.8028,0.8533
0,29,0.0013931485748291015,0.99978,-15.41067248840332,0.8543
0,30,0.0004917097473144532,1.0,-15.34381683959961,0.857
0,31,0.0003569624900817871,1.0,-15.472668850708008,0.8572
0,32,0.0005356170272827149,0.99994,-15.199152760314941,0.8571
0,33,0.00034619248390197757,1.0,-15.027909832763672,0.8605
0,34,0.0003042449378967285,1.0,-14.9562181060791,0.8596
0,35,0.00035471299171447755,0.99998,-14.917565928649902,0.8574
