Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.7138677585220337,0.37296,-1.94576208152771,0.4533
0,1,1.4105865829849242,0.49424,-2.1405696681976316,0.5042
0,2,1.2994458967971803,0.536,-2.4299839771270753,0.5434
0,3,1.208702447166443,0.56896,-2.551995417404175,0.5677
0,4,1.1422769508361816,0.59304,-2.5583167976379393,0.5848
0,5,1.0900430726623536,0.61392,-2.939263156890869,0.5971
0,6,1.0370230821990967,0.634,-2.9050080211639404,0.6047
0,7,0.992330659828186,0.64712,-2.991700045013428,0.6154
0,8,0.9527947862434387,0.66344,-3.1232487255096437,0.6211
0,9,0.9177250625610351,0.67464,-3.2154646980285646,0.6258
0,10,0.8895149271774292,0.68784,-3.401972619628906,0.6304
0,11,0.8557794005393982,0.69536,-3.534665077972412,0.6348
0,12,0.8384234925079346,0.70552,-3.579708631134033,0.6254
0,13,0.8156744967269898,0.71224,-3.5815661933898926,0.6341
0,14,0.7851294848251342,0.7244,-3.731164302062988,0.6347
0,15,0.7675084528923035,0.73336,-3.7095938789367677,0.6369
0,16,0.7332411659622192,0.74104,-3.837088942718506,0.6424
0,17,0.7166839064216614,0.7464,-3.8527956634521483,0.64
0,18,0.6995900170612335,0.75464,-3.8619219806671143,0.6442
0,19,0.6804918384552002,0.7604,-4.039432479095459,0.6361
0,20,0.6553176644515991,0.76904,-3.997849395751953,0.6381
0,21,0.6377603671360016,0.77688,-4.299860997009278,0.6414
0,22,0.6217548807907104,0.7812,-4.2290122661590575,0.638
0,23,0.6139600185012818,0.7828,-4.2882830383300785,0.6391
0,24,0.5871434483337402,0.79144,-4.375446755981446,0.6426
0,25,0.5734775202941894,0.79816,-4.477931371688843,0.6413
0,26,0.5597488689041138,0.80288,-4.51270986289978,0.6313
0,27,0.5483168548965454,0.80616,-4.720278859710693,0.6396
0,28,0.5268603014755249,0.81456,-4.682861915588379,0.6254
0,29,0.5128861740398407,0.818,-4.922135918807983,0.6319
0,30,0.5059741027641297,0.82104,-4.964110327148438,0.632
0,31,0.48321194869995115,0.82952,-5.082160506820679,0.6268
0,32,0.4698116731071472,0.82936,-5.122226935577393,0.6255
0,33,0.45653733936309815,0.84136,-5.136255452728271,0.6257
0,34,0.44889816135406496,0.83944,-5.5242571426391605,0.6264
0,35,0.43568440651893614,0.84512,-5.387501274871826,0.6191
0,36,0.4185285067081451,0.85088,-5.622648218536377,0.6243
0,37,0.41294794330596923,0.85512,-5.701135432434082,0.6218
0,38,0.39718975337982176,0.8568,-5.590717209243774,0.6223
0,39,0.3869902049541473,0.86016,-6.031754135894776,0.6251
