Rank,Epoch,TrainLoss,TrainAcc,TestLoss,TestAcc
0,0,1.7341502169799805,0.33528,-1.9975404052734376,0.3724
0,1,1.3291776079940796,0.50968,-3.4215027816772463,0.5664
0,2,1.0961312589645387,0.61048,-4.042015912628174,0.6328
0,3,0.9452221338272094,0.66528,-4.525486487579346,0.6928
0,4,0.8294416931915283,0.71296,-5.053692713928223,0.7071
0,5,0.7342214046096802,0.74872,-5.190950708007812,0.7112
0,6,0.6826194397163391,0.76688,-5.2554298072814944,0.7565
0,7,0.6110478316116333,0.79096,-5.396594676208496,0.7788
0,8,0.5506069004631042,0.81032,-5.590102224731445,0.7856
0,9,0.5218339642906189,0.81816,-5.51827033996582,0.7877
0,10,0.4663993306159973,0.83896,-5.533738024902344,0.8025
0,11,0.42822512340545654,0.85392,-5.655447604370117,0.8144
0,12,0.3949043408203125,0.86296,-5.410491298675537,0.7992
0,13,0.35705097576618194,0.87832,-5.802345275115967,0.817
0,14,0.3272129619026184,0.88936,-5.776613117980957,0.8194
0,15,0.2922791719913483,0.89696,-6.219381996154786,0.8159
0,16,0.265322135477066,0.90992,-6.462828974914551,0.8252
0,17,0.23070179962158202,0.92064,-6.332508865356445,0.8235
0,18,0.19248276718616486,0.93504,-6.499871108245849,0.8334
0,19,0.19153428500175476,0.93504,-6.224436784362793,0.8375
0,20,0.15815776619195937,0.94808,-6.470895992279052,0.8277
0,21,0.15538878123760225,0.94656,-6.605133615112305,0.833
0,22,0.12941381875157357,0.95512,-6.574817796325684,0.8301
0,23,0.11166554029434919,0.96264,-7.052707585144043,0.8353
0,24,0.11170232325553894,0.96072,-6.45928376159668,0.824
0,25,0.1006870156097412,0.96576,-6.633568018341064,0.8278
0,26,0.09463832618236542,0.96584,-6.484306046295166,0.8308
0,27,0.07584876152098179,0.97392,-6.4243650825500485,0.8336
0,28,0.0777652059841156,0.9736,-6.849229391479493,0.8389
0,29,0.07531774028718471,0.97264,-6.633056695556641,0.8398
0,30,0.0674113040149212,0.9772,-6.5626049224853515,0.8326
0,31,0.06509771423846483,0.97744,-6.8743073371887204,0.8363
0,32,0.059501720761954785,0.97992,-6.617407601165771,0.8423
0,33,0.053384987120628356,0.98288,-6.521155253601075,0.8447
0,34,0.05197599122285843,0.98344,-6.6197879516601565,0.8414
0,35,0.051983747792243955,0.982,-5.857433163452148,0.835
0,36,0.05770943697422743,0.98176,-6.493784421539306,0.8374
0,37,0.05067738021016121,0.982,-6.08153046875,0.8284
0,38,0.046500870151519776,0.98448,-6.22029285736084,0.8438
0,39,0.04433354653835297,0.98536,-5.886158631134033,0.8438
